date,close
2015/10/02,230.54
2015/10/01,2952.31
2015/10/01,220.55
2015/10/01,2114.86
2015/09/30,2115.14
2015/09/28,4970.74
2015/09/28,374.76
2015/09/28,3486.98
2015/09/28,311.91
2015/09/28,179.74
2015/09/27,3711.80
2015/09/27,3512.09
2015/09/25,213.86
2015/09/25,1254.82
2015/09/24,3868.87
2015/09/24,1932.42
2015/09/22,4753.53
2015/09/22,4421.19
2015/09/22,3715.31
2015/09/22,1776.97
2015/09/21,4394.33
2015/09/21,2847.59
2015/09/20,4640.49
2015/09/20,3420.18
2015/09/20,2918.44
2015/09/20,1091.16
2015/09/19,4061.88
2015/09/19,2351.87
2015/09/18,4682.57
2015/09/18,2620.23
2015/09/17,3611.78
2015/09/17,3020.92
2015/09/17,2840.86
2015/09/17,1938.93
2015/09/16,2393.17
2015/09/15,4990.63
2015/09/14,3894.93
2015/09/14,2506.33
2015/09/14,2491.44
2015/09/14,1847.56
2015/09/13,655.77
2015/09/13,570.01
2015/09/13,57.44
2015/09/13,2907.04
2015/09/12,4861.02
2015/09/12,1145.29
2015/09/11,4205.60
2015/09/11,3792.56
2015/09/11,2398.86
2015/09/11,1470.56
2015/09/10,3857.61
2015/09/10,3203.99
2015/09/09,3629.74
2015/09/09,2549.60
2015/09/08,4299.23
2015/09/08,1855.90
2015/09/07,871.04
2015/09/07,4778.12
2015/09/07,455.01
2015/09/07,2397.02
2015/09/06,1720.12
2015/09/05,91.58
2015/09/05,1757.54
2015/09/04,533.73
2015/09/04,4181.45
2015/09/04,3348.80
2015/09/03,4241.99
2015/09/03,3307.94
2015/09/03,2165.68
2015/09/02,4521.29
2015/09/01,717.59
2015/09/01,661.61
2015/09/01,4014.24
2015/08/31,914.35
2015/08/31,3672.74
2015/08/31,3622.19
2015/08/28,4418.44
2015/08/28,3428.19
2015/08/27,365.69
2015/08/27,3.55
2015/08/26,4672.56
2015/08/26,4020.00
2015/08/26,2707.57
2015/08/26,1915.15
2015/08/25,4939.84
2015/08/25,2064.40
2015/08/23,1542.42
2015/08/22,4197.58
2015/08/22,197.01
2015/08/22,1597.10
2015/08/21,4928.12
2015/08/21,452.41
2015/08/21,3296.00
2015/08/21,2725.66
2015/08/21,1367.30
2015/08/20,4550.03
2015/08/20,333.57
2015/08/20,1884.48
2015/08/19,2133.19
2015/08/19,1757.97
2015/08/18,1204.15
2015/08/17,4953.71
2015/08/16,854.01
2015/08/16,585.91
2015/08/16,2846.20
2015/08/16,1732.54
2015/08/15,2211.16
2015/08/14,4887.39
2015/08/13,4951.80
2015/08/13,3325.90
2015/08/13,1269.62
2015/08/11,3951.36
2015/08/10,3338.40
2015/08/09,3559.43
2015/08/08,3178.62
2015/08/07,4858.45
2015/08/07,3512.15
2015/08/06,839.98
2015/08/05,766.14
2015/08/05,4655.37
2015/08/04,4151.93
2015/08/04,2351.89
2015/08/03,4897.07
2015/08/03,1458.32
2015/08/02,1757.03
2015/07/30,434.61
2015/07/30,2319.38
2015/07/28,840.97
2015/07/28,4340.00
2015/07/28,1370.13
2015/07/28,1262.87
2015/07/28,1251.67
2015/07/27,4990.67
2015/07/27,396.04
2015/07/27,1365.08
2015/07/26,3290.61
2015/07/24,1562.10
2015/07/24,1338.46
2015/07/23,726.24
2015/07/23,3340.01
2015/07/23,1711.21
2015/07/22,862.64
2015/07/22,831.55
2015/07/22,2168.57
2015/07/21,3436.64
2015/07/20,3954.54
2015/07/20,3635.96
2015/07/20,3118.09
2015/07/19,1508.70
2015/07/19,1433.11
2015/07/18,851.77
2015/07/16,756.40
2015/07/16,4618.33
2015/07/16,2752.63
2015/07/15,3111.14
2015/07/15,2633.88
2015/07/14,4632.86
2015/07/14,25.05
2015/07/12,263.72
2015/07/12,124.58
2015/07/10,3029.68
2015/07/09,4448.01
2015/07/09,386.69
2015/07/08,39.75
2015/07/08,1516.15
2015/07/07,3747.30
2015/07/07,3214.73
2015/07/07,1875.91
2015/07/06,4312.70
2015/07/06,3150.79
2015/07/05,755.71
2015/07/05,1938.95
2015/07/04,649.47
2015/07/04,3709.54
2015/07/04,3385.34
2015/07/04,177.15
2015/07/04,1198.40
2015/07/03,32.92
2015/07/03,1033.18
2015/07/02,4006.91
2015/07/02,1907.16
2015/07/01,4041.36
2015/07/01,3984.60
2015/06/30,3763.15
2015/06/30,1562.35
2015/06/29,3199.46
2015/06/29,2715.60
2015/06/28,4220.75
2015/06/28,3862.02
2015/06/28,3460.38
2015/06/26,3310.65
2015/06/26,3074.66
2015/06/26,2216.01
2015/06/26,1723.38
2015/06/25,4805.79
2015/06/25,4431.34
2015/06/24,879.40
2015/06/24,3648.24
2015/06/24,1946.30
2015/06/24,1707.58
2015/06/24,1634.01
2015/06/24,1528.38
2015/06/23,616.79
2015/06/23,392.04
2015/06/22,946.99
2015/06/22,2585.40
2015/06/22,2365.96
2015/06/22,1570.98
2015/06/21,1914.84
2015/06/21,1077.61
2015/06/20,3796.58
2015/06/18,2521.52
2015/06/17,4760.59
2015/06/16,734.38
2015/06/16,3635.55
2015/06/16,3153.66
2015/06/16,1593.09
2015/06/14,1776.64
2015/06/13,3360.02
2015/06/13,2535.61
2015/06/13,1939.58
2015/06/12,4976.60
2015/06/10,638.27
2015/06/10,4243.78
2015/06/10,1489.33
2015/06/08,857.72
2015/06/08,546.01
2015/06/06,3710.04
2015/06/06,3553.90
2015/06/05,3030.89
2015/06/05,1188.43
2015/06/04,4097.37
2015/06/03,714.85
2015/06/03,2723.38
2015/06/03,250.16
2015/06/02,1845.41
2015/06/02,1274.66
2015/06/01,3176.28
2015/05/31,2862.03
2015/05/31,2569.76
2015/05/31,1454.71
2015/05/30,4170.84
2015/05/30,3724.91
2015/05/30,2510.50
2015/05/29,1593.41
2015/05/28,1186.57
2015/05/27,3469.15
2015/05/27,1509.72
2015/05/24,1645.80
2015/05/22,1906.88
2015/05/22,1562.92
2015/05/19,1801.19
2015/05/19,1750.54
2015/05/19,151.72
2015/05/17,3516.85
2015/05/16,1003.88
2015/05/14,5.18
2015/05/14,3953.76
2015/05/14,3611.84
2015/05/14,1388.18
2015/05/13,2240.45
2015/05/12,4162.22
2015/05/12,344.40
2015/05/10,4538.21
2015/05/09,2506.21
2015/05/08,3074.84
2015/05/08,2515.79
2015/05/08,2074.40
2015/05/07,3357.23
2015/05/06,1696.91
2015/05/05,987.66
2015/05/04,4267.45
2015/05/03,3921.49
2015/05/02,857.61
2015/05/02,25.31
2015/05/02,152.65
2015/04/30,3467.72
2015/04/30,2115.92
2015/04/30,1676.69
2015/04/29,476.67
2015/04/29,2534.59
2015/04/28,2620.57
2015/04/28,1250.79
2015/04/26,418.00
2015/04/25,110.01
2015/04/24,3768.06
2015/04/23,3681.61
2015/04/23,3330.00
2015/04/23,3004.59
2015/04/23,1980.20
2015/04/22,473.10
2015/04/22,4357.54
2015/04/21,4781.11
2015/04/21,1582.26
2015/04/19,3793.00
2015/04/18,855.89
2015/04/18,3831.25
2015/04/17,696.19
2015/04/17,568.83
2015/04/17,4524.93
2015/04/16,4848.60
2015/04/15,3389.65
2015/04/15,2307.62
2015/04/14,4561.46
2015/04/14,2062.58
2015/04/14,1800.02
2015/04/14,1360.20
2015/04/13,516.21
2015/04/12,588.98
2015/04/12,4094.17
2015/04/12,2563.97
2015/04/11,273.94
2015/04/10,4332.47
2015/04/10,3238.14
2015/04/10,296.40
2015/04/10,2732.49
2015/04/10,2134.69
2015/04/08,904.59
2015/04/08,2550.05
2015/04/08,2517.64
2015/04/07,557.99
2015/04/06,3439.00
2015/04/06,1824.48
2015/04/05,743.62
2015/04/05,4950.91
2015/04/05,2149.18
2015/04/04,647.69
2015/04/04,4653.48
2015/04/04,26.66
2015/04/04,1471.97
2015/04/03,4305.93
2015/04/02,852.57
2015/04/02,4384.39
2015/04/02,3754.07
2015/04/02,1546.76
2015/04/01,365.38
2015/03/31,570.76
2015/03/30,4502.99
2015/03/30,3108.24
2015/03/28,4163.41
2015/03/27,3244.42
2015/03/27,3014.62
2015/03/27,2661.59
2015/03/25,4099.23
2015/03/25,389.05
2015/03/25,1992.88
2015/03/24,3873.88
2015/03/24,374.90
2015/03/24,3629.33
2015/03/24,1562.65
2015/03/23,3496.92
2015/03/23,2982.31
2015/03/21,3060.60
2015/03/19,4569.68
2015/03/19,2587.93
2015/03/19,2557.66
2015/03/19,1277.93
2015/03/18,4304.77
2015/03/18,395.41
2015/03/18,1183.41
2015/03/17,4216.25
2015/03/17,344.91
2015/03/17,2117.97
2015/03/17,2020.00
2015/03/16,365.18
2015/03/15,2977.95
2015/03/15,2.65
2015/03/15,1473.46
2015/03/15,137.98
2015/03/12,441.14
2015/03/12,2583.90
2015/03/12,1297.94
2015/03/10,3938.75
2015/03/10,1375.57
2015/03/09,935.54
2015/03/09,767.89
2015/03/09,2410.19
2015/03/09,1509.86
2015/03/08,4379.18
2015/03/08,2246.47
2015/03/08,2146.37
2015/03/07,3364.58
2015/03/07,2459.85
2015/03/06,1145.07
2015/03/05,4216.59
2015/03/05,4176.32
2015/03/05,3522.58
2015/03/05,179.86
2015/03/05,1195.28
2015/03/04,848.93
2015/03/04,380.04
2015/03/03,1923.38
2015/03/02,885.03
2015/03/02,863.25
2015/03/02,3215.32
2015/03/02,3157.27
2015/03/02,2219.93
2015/02/28,4564.47
2015/02/28,4146.37
2015/02/26,785.87
2015/02/26,3491.16
2015/02/25,4473.16
2015/02/25,3351.62
2015/02/23,871.70
2015/02/23,4509.89
2015/02/23,3380.70
2015/02/23,2972.14
2015/02/23,2107.00
2015/02/22,3627.45
2015/02/21,881.91
2015/02/21,3631.48
2015/02/21,1070.04
2015/02/20,3676.13
2015/02/20,2939.61
2015/02/20,263.06
2015/02/20,1533.73
2015/02/19,2394.42
2015/02/19,2200.29
2015/02/17,4263.85
2015/02/17,3959.95
2015/02/17,3290.50
2015/02/17,1152.43
2015/02/16,4255.57
2015/02/16,1522.43
2015/02/14,108.20
2015/02/13,1232.46
2015/02/12,2539.15
2015/02/11,598.89
2015/02/11,1575.09
2015/02/10,3952.55
2015/02/10,3086.48
2015/02/10,2650.45
2015/02/10,2572.86
2015/02/10,2085.37
2015/02/10,1196.66
2015/02/09,2489.11
2015/02/08,509.38
2015/02/08,1169.62
2015/02/08,1012.30
2015/02/07,143.31
2015/02/06,4675.55
2015/02/06,3606.92
2015/02/04,978.15
2015/02/04,3601.41
2015/02/02,2109.18
2015/02/01,962.76
2015/02/01,900.78
2015/01/31,4068.23
2015/01/30,2580.49
2015/01/30,151.02
2015/01/30,1463.09
2015/01/29,4027.60
2015/01/28,2952.78
2015/01/26,786.56
2015/01/25,307.70
2015/01/25,1120.29
2015/01/24,4340.12
2015/01/24,1879.22
2015/01/24,1864.15
2015/01/24,13.97
2015/01/23,3504.71
2015/01/22,420.09
2015/01/22,3980.53
2015/01/22,3639.32
2015/01/22,3341.20
2015/01/22,2790.21
2015/01/21,578.40
2015/01/21,1934.57
2015/01/21,1701.65
2015/01/20,4591.65
2015/01/20,2553.97
2015/01/19,1265.13
2015/01/18,3259.11
2015/01/17,4854.02
2015/01/17,4201.18
2015/01/17,2453.05
2015/01/17,1530.18
2015/01/16,2988.83
2015/01/16,1889.63
2015/01/14,4877.86
2015/01/14,274.91
2015/01/13,3827.65
2015/01/12,4915.87
2015/01/11,53.86
2015/01/09,4273.67
2015/01/09,3246.80
2015/01/09,1219.54
2015/01/08,4685.88
2015/01/08,3323.05
2015/01/08,2145.56
2015/01/08,1310.14
2015/01/07,128.44
2015/01/06,3008.51
2015/01/06,1667.83
2015/01/05,3356.18
2015/01/05,2211.73
2015/01/04,3917.31
2015/01/04,2802.84
2015/01/04,1458.55
2015/01/03,1012.72
2015/01/02,1255.90
2015/01/01,4143.54
2014/12/30,728.25
2014/12/30,3610.92
2014/12/30,2611.98
2014/12/29,3687.49
2014/12/29,3077.14
2014/12/28,382.78
2014/12/27,4201.24
2014/12/27,1094.46
2014/12/26,4626.44
2014/12/26,2589.28
2014/12/25,2757.51
2014/12/24,4636.92
2014/12/24,453.22
2014/12/23,3443.71
2014/12/22,3547.90
2014/12/22,3049.15
2014/12/21,2409.75
2014/12/19,4319.40
2014/12/19,2118.91
2014/12/18,4574.98
2014/12/18,1045.44
2014/12/17,4234.77
2014/12/17,2476.43
2014/12/17,1890.92
2014/12/16,1856.03
2014/12/15,89.00
2014/12/15,1547.40
2014/12/14,624.82
2014/12/14,4359.81
2014/12/13,4238.77
2014/12/13,1490.98
2014/12/13,1028.48
2014/12/12,4266.77
2014/12/11,429.56
2014/12/11,1444.89
2014/12/10,4872.52
2014/12/10,2184.40
2014/12/10,1002.99
2014/12/09,4564.86
2014/12/09,4139.54
2014/12/09,136.22
2014/12/08,2603.54
2014/12/07,320.86
2014/12/05,4606.56
2014/12/05,2094.52
2014/12/03,3055.64
2014/12/02,226.14
2014/12/01,3424.59
2014/11/29,4497.72
2014/11/29,3165.51
2014/11/29,3010.83
2014/11/29,2900.42
2014/11/28,4941.82
2014/11/28,3164.90
2014/11/28,2959.50
2014/11/27,2600.43
2014/11/26,3144.00
2014/11/26,1344.94
2014/11/24,2828.50
2014/11/23,4251.39
2014/11/23,1898.50
2014/11/22,4447.23
2014/11/21,929.01
2014/11/21,892.04
2014/11/21,2021.32
2014/11/19,1784.27
2014/11/19,1048.78
2014/11/17,4863.49
2014/11/15,273.30
2014/11/14,693.16
2014/11/14,3381.56
2014/11/12,2893.93
2014/11/12,2710.53
2014/11/12,191.26
2014/11/12,1828.83
2014/11/11,4644.05
2014/11/11,3214.15
2014/11/11,2093.50
2014/11/11,1582.87
2014/11/10,1030.96
2014/11/08,4101.80
2014/11/08,3676.78
2014/11/08,1751.62
2014/11/07,4803.21
2014/11/07,2749.81
2014/11/07,1153.92
2014/11/06,4062.48
2014/11/06,2428.73
2014/11/05,626.25
2014/11/05,4437.03
2014/11/05,2470.06
2014/11/05,1997.20
2014/11/05,1180.42
2014/11/04,3585.63
2014/11/04,1646.10
2014/11/02,3848.84
2014/11/02,208.11
2014/11/01,4329.73
2014/11/01,3034.54
2014/10/31,504.66
2014/10/29,372.50
2014/10/29,3356.66
2014/10/29,2042.46
2014/10/28,4022.94
2014/10/28,2450.00
2014/10/27,3960.27
2014/10/26,4864.81
2014/10/25,1328.56
2014/10/24,649.22
2014/10/24,4276.03
2014/10/23,694.16
2014/10/23,541.12
2014/10/23,3344.39
2014/10/22,3304.03
2014/10/21,3884.40
2014/10/20,4486.03
2014/10/19,4828.82
2014/10/19,4479.78
2014/10/18,447.68
2014/10/18,4444.11
2014/10/18,4362.71
2014/10/18,3006.50
2014/10/18,3003.93
2014/10/18,2611.85
2014/10/18,1390.71
2014/10/17,4562.20
2014/10/16,526.04
2014/10/16,3660.77
2014/10/15,632.25
2014/10/15,549.31
2014/10/15,4512.10
2014/10/15,4087.88
2014/10/14,42.23
2014/10/14,3852.45
2014/10/14,1963.51
2014/10/12,4669.07
2014/10/11,2001.28
2014/10/10,768.60
2014/10/10,4611.90
2014/10/10,2669.87
2014/10/08,816.95
2014/10/08,2824.16
2014/10/07,3380.94
2014/10/07,1193.48
2014/10/06,3447.52
2014/10/06,3348.00
2014/10/05,1722.87
2014/10/05,1027.31
2014/10/04,3055.07
2014/10/04,1807.95
2014/10/03,4301.55
2014/10/03,1079.92
2014/10/02,752.20
2014/10/01,4359.44
2014/10/01,1972.21
2014/09/29,234.33
2014/09/28,2351.59
2014/09/26,2845.10
2014/09/25,2971.04
2014/09/25,1400.07
2014/09/24,2865.79
2014/09/24,2326.89
2014/09/24,1496.72
2014/09/23,64.63
2014/09/23,1395.21
2014/09/22,3966.22
2014/09/21,4925.16
2014/09/20,2633.54
2014/09/19,719.28
2014/09/19,4202.87
2014/09/19,3830.57
2014/09/19,2932.47
2014/09/19,2024.15
2014/09/17,904.29
2014/09/17,4867.09
2014/09/14,538.12
2014/09/14,2635.09
2014/09/14,2581.82
2014/09/14,1631.80
2014/09/11,2017.31
2014/09/11,1534.12
2014/09/10,698.76
2014/09/10,660.21
2014/09/10,3895.40
2014/09/10,3851.86
2014/09/10,2306.93
2014/09/09,2345.16
2014/09/09,1168.12
2014/09/08,732.82
2014/09/08,1774.21
2014/09/07,697.35
2014/09/06,1321.43
2014/09/05,3499.76
2014/09/04,64.69
2014/09/04,298.28
2014/09/04,2349.91
2014/09/03,2214.03
2014/09/02,3540.82
2014/09/02,348.12
2014/09/02,3064.67
2014/09/01,626.64
2014/08/31,4615.03
2014/08/31,2464.63
2014/08/31,1606.41
2014/08/30,818.13
2014/08/30,656.55
2014/08/30,3737.16
2014/08/30,2133.78
2014/08/27,1251.05
2014/08/26,1110.99
2014/08/25,918.11
2014/08/25,1535.60
2014/08/24,3074.23
2014/08/24,3031.95
2014/08/23,937.39
2014/08/23,1946.50
2014/08/22,2839.82
2014/08/21,4594.95
2014/08/21,4344.54
2014/08/20,4889.51
2014/08/18,3543.27
2014/08/18,1381.21
2014/08/17,783.30
2014/08/17,4696.15
2014/08/17,1866.55
2014/08/17,1587.86
2014/08/16,952.26
2014/08/16,3347.18
2014/08/16,2179.74
2014/08/15,3563.07
2014/08/15,2028.24
2014/08/13,1761.14
2014/08/13,1506.64
2014/08/13,1041.53
2014/08/12,739.48
2014/08/12,4781.90
2014/08/11,2537.68
2014/08/11,2259.11
2014/08/10,4830.91
2014/08/09,568.62
2014/08/09,530.14
2014/08/09,359.01
2014/08/09,1422.07
2014/08/06,1586.84
2014/08/05,4463.22
2014/08/05,1448.93
2014/08/04,4203.55
2014/08/04,4038.67
2014/08/04,1731.52
2014/08/02,733.44
2014/08/02,530.96
2014/08/02,4316.51
2014/08/02,1671.87
